action,id,old_charter_id,new_charter_id,amount,payment_date,payment_method,source
relink,23198,17734,018860,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23199,17758,018884,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23202,17776,018902,320.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23209,17776,018902,369.60,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23213,17735,018861,782.55,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23215,17788,018914,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23216,17788,018914,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23217,17779,018905,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23219,17763,018889,720.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23220,17791,018917,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23221,17806,018922,270.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23226,17807,018923,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23229,17557,018680,2225.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23230,17557,018680,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23231,17764,018890,1246.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23232,17764,018890,337.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23234,17764,018890,226.80,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23235,17767,018893,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23236,17767,018893,797.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23237,17770,018896,450.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23243,17767,018893,389.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23244,17767,018893,176.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23246,17743,018869,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23247,17820,018936,232.31,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23254,17775,018901,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23255,17745,018871,262.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23258,17793,018919,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23259,17793,018919,615.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23261,17809,018925,583.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23263,17805,018921,400.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23271,17839,018955,1014.76,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23272,17845,018961,107.81,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23273,17827,018943,1159.60,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23279,17817,018933,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23280,17844,018960,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23281,17846,018962,561.30,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23283,17846,018962,1000.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23284,17865,018981,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23285,17804,018920,1114.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23286,17811,018927,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23290,17864,018980,253.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23293,17841,018957,1513.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23297,17813,018929,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23309,17738,018864,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23311,17872,018988,57.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23323,17866,018982,117.94,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23344,17867,018983,883.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23358,17917,019022,577.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23360,17824,018940,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23367,17920,019025,700.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23368,17920,019025,0.01,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23370,17836,018952,287.85,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23377,17919,019024,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23381,17831,018947,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23398,17821,018937,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23406,17929,019034,703.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23407,17829,018945,307.31,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23410,17829,018945,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23413,17853,018969,255.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23417,17797,019003,402.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23420,17857,018973,1338.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23421,17857,018973,703.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23436,17940,019045,1810.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23440,17946,019051,1128.30,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23446,17883,018999,484.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23455,17778,018904,2041.76,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23458,17932,019037,1528.35,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23462,17948,019053,400.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23474,17964,019069,538.13,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23476,17967,019072,1015.45,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23496,17972,019077,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23499,17843,018959,199.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23507,17938,019043,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23508,17970,019075,553.20,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23510,17824,018940,660.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23514,17893,019095,50.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23515,17893,019095,168.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23517,17973,019078,1000.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23519,17890,019092,2158.65,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23532,17971,019076,447.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23534,17942,019047,516.60,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23538,17927,019032,166.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23542,17992,019101,682.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23545,17993,019102,50.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23555,18007,019116,175.27,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23565,18025,019134,861.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23568,18028,019137,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23569,18030,019139,400.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23570,17950,019055,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23571,17175,018283,430.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23574,18048,019157,479.70,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23575,18048,019157,831.83,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23576,18023,019132,116.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23579,18029,019138,400.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23580,18029,019138,696.60,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23582,18041,019150,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23583,18017,019126,1620.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23584,18031,019140,420.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23586,18027,019136,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23587,18026,019135,461.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23588,18059,019168,157.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23591,18040,019149,322.87,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23592,18040,019149,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23593,18040,019149,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23594,18040,019149,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23598,18053,019162,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23600,18034,019143,384.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23603,18036,019145,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23605,17984,019089,672.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23606,18054,019163,540.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23610,18070,019179,258.30,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23612,18070,019179,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23614,18070,019179,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23615,18070,019179,100.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23616,18050,019159,69.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23618,18070,019179,346.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23619,18070,019179,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23620,18070,019179,312.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23621,18033,019142,553.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23622,18033,019142,682.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23624,17988,019097,160.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23625,18070,019179,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23626,18065,019174,1176.18,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23627,18065,019174,1229.68,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23631,18065,019174,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23633,18043,019152,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23634,18043,019152,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23635,18043,019152,553.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23636,18065,019174,478.13,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23637,18065,019174,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23640,18055,019164,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23641,18055,019164,369.60,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23642,18055,019164,999.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23643,18055,019164,1.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23645,18065,019174,853.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23646,18065,019174,65.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23647,18065,019174,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23648,18081,019190,1660.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23649,17894,019195,479.70,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23650,17895,019196,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23651,17902,019203,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23652,17904,019205,161.43,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23653,17903,019204,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23655,17959,019064,939.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23656,17959,019064,661.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23658,18080,019189,430.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23659,18090,019216,472.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23660,18090,019216,430.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23662,17900,019201,75.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23663,17900,019201,179.70,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23664,18091,019217,2177.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23666,17899,019200,1136.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23669,17899,019200,1118.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23670,17910,019211,1406.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23671,17910,019211,939.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23672,17910,019211,312.85,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23673,17898,019199,199.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23675,18092,019218,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23676,17896,019197,599.63,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23679,18103,019229,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23680,18104,019230,472.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23682,18115,019241,720.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23683,18116,019242,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23684,18113,019239,808.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23688,17892,019094,9.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23689,17892,019094,400.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23690,17892,019094,157.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23691,18117,019243,200.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23692,18114,019240,682.65,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23693,18086,019212,334.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23696,18020,019129,84.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23697,18085,019194,271.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23698,18085,019194,547.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23699,18085,019194,720.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23701,18133,019259,1137.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23702,18132,019258,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23703,18123,019249,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23704,18139,019265,376.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23706,18095,019221,260.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23707,18107,019233,330.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23708,18107,019233,422.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23709,18137,019263,651.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23710,18131,019257,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23711,18131,019257,183.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23712,18130,019256,479.70,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23713,18133,019259,420.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23714,18146,019272,430.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23715,18146,019272,187.72,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23717,18093,019219,145.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23718,18135,019261,387.45,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23719,18151,019277,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23720,18140,019266,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23722,18123,019249,634.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23723,18129,019255,99.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23728,18061,019170,339.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23729,18097,019223,219.55,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23730,18098,019224,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23731,18141,019267,369.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23732,18141,019267,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23735,18149,019275,1158.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23736,18157,019283,208.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23738,18160,019286,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23739,18163,019289,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23740,18164,019290,900.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23741,18160,019286,53.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23742,18160,019286,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23744,18047,019156,553.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23745,18158,019284,319.80,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23748,18162,019288,730.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23749,18162,019288,90.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23751,18170,019296,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23752,18159,019285,436.31,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23753,18182,019309,487.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23754,18185,019312,1738.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23758,18183,019310,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23759,18105,019231,830.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23760,18105,019231,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23761,18179,019305,120.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23762,18149,019275,200.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23763,18184,019311,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23764,18142,019268,600.34,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23765,18142,019268,1648.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23766,18142,019268,600.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23767,18101,019227,650.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23769,18101,019227,52.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23770,18192,019319,253.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23771,18173,019299,31.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23773,18195,019322,340.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23774,18195,019322,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23776,18165,019291,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23778,18186,019313,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23779,18186,019313,791.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23780,18204,019323,1036.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23782,18111,019237,307.31,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23783,18111,019237,850.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23784,18206,019325,361.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23785,18179,019305,69.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23786,18149,019275,1022.13,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23788,18062,019171,598.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23791,18206,019325,141.50,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23792,18214,019333,37.80,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23793,18145,019271,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23794,18145,019271,110.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23795,18145,019271,451.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23797,18177,019303,700.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23798,18177,019303,230.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23801,18214,019333,415.13,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23803,18212,019331,1075.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23804,18212,019331,504.37,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23805,18208,019327,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23806,18099,019225,1030.80,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23807,18099,019225,63.37,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23809,17889,019015,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23810,18169,019295,204.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23811,18169,019295,583.13,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23812,17889,019015,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23814,18220,019339,315.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23815,18220,019339,1116.07,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23818,18221,019340,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23821,18230,019349,423.15,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23823,18189,019316,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23824,18189,019316,252.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23825,17909,019210,345.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23826,17909,019210,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23827,17909,019210,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23828,18235,019354,898.05,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23829,18242,019361,774.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23831,18152,019278,450.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23833,18224,019343,161.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23834,18247,019366,315.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23837,18110,019236,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23838,18032,019141,448.73,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23839,18032,019141,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23840,18210,019329,230.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23841,18110,019236,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23842,18110,019236,895.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23843,18193,019320,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23844,18245,019364,108.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23845,18102,019228,89.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23846,18102,019228,513.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23847,18249,019368,359.77,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23848,18246,019365,232.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23849,18244,019363,150.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23850,18244,019363,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23851,18244,019363,180.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23852,18234,019353,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23853,18129,019255,369.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23854,18258,019377,380.25,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23855,18228,019347,315.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23856,18228,019347,455.10,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23857,18259,019378,575.63,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23858,18250,019369,354.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23859,18250,019369,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23861,18046,019155,539.47,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23862,17695,018821,300.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23863,17695,018821,697.75,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23864,18267,019386,660.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23865,18138,019264,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23866,18138,019264,1000.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23867,18223,019342,150.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23868,18223,019342,361.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23869,18254,019373,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23870,18254,019373,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23871,18125,019251,1230.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23872,18125,019251,845.63,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23873,18254,019373,150.00,2025-07-24,bank_transfer,charter_reconciliation_report
relink,23874,18144,019270,316.25,2025-07-24,bank_transfer,charter_reconciliation_report
