action,cp_id,payment_id,payment_key,client_name,amount,payment_date,payment_method,source,new_reserve,rule
review_only,24186,,None,Smith Paighton,825.00,2025-08-16,credit_card,charter_reconciliation_report,,
review_only,24189,,XrYs0KqWFQH10h0hhitfBq6CaseZY,Muir Emily,1714.00,2025-08-13,credit_card,charter_reconciliation_report,,
review_only,24190,,None,Muir Emily,225.00,2025-08-17,credit_card,charter_reconciliation_report,,
review_only,24195,,None,Keyera Energy,600.00,2025-08-21,credit_card,charter_reconciliation_report,,
review_only,24197,,None,Keyera Energy,600.00,2025-08-21,credit_card,charter_reconciliation_report,,
review_only,24199,,Prcd6zlxrl6SANhfsve4ZMHp0c8YY,N/A,702.00,2025-08-13,credit_card,charter_reconciliation_report,,
review_only,24219,,None,Razzano Marcus,195.00,2025-09-20,credit_card,charter_reconciliation_report,,
review_only,24220,,None,Razzano Marcus,195.00,2025-09-20,credit_card,charter_reconciliation_report,,
review_only,24227,,None,Elevated Events Co,175.00,2025-09-20,credit_card,charter_reconciliation_report,,
review_only,24228,,XR5HwLycJXOzLTR9SvHe6ECpxRHZY,N/A,300.00,2025-07-24,credit_card,charter_reconciliation_report,,
