action,cp_id,payment_id,payment_key,client_name,amount,payment_date,payment_method,source,new_reserve,rule
review_only,24966,25050,,,240.00,2025-07-11,unknown,fix_script,,
review_only,24968,,,,572.18,2025-08-15,unknown,fix_script,,
review_only,24969,24900,,,175.00,2025-06-16,unknown,fix_script,,
review_only,24970,,,,205.00,2025-08-13,unknown,fix_script,,
review_only,24972,,,,577.50,2025-08-08,unknown,fix_script,,
review_only,24973,,,,225.00,2025-08-11,unknown,fix_script,,
review_only,24975,,,,300.00,2025-07-04,unknown,fix_script,,
review_only,24977,,,,684.32,2025-07-04,unknown,fix_script,,
review_only,24981,,,,250.00,2025-09-25,unknown,fix_script,,
review_only,24982,,,,108.36,2025-09-05,unknown,fix_script,,
review_only,24983,,,,75.00,2025-05-21,unknown,fix_script,,
review_only,24985,,,,210.00,2025-06-12,unknown,fix_script,,
review_only,24986,,,,174.09,2025-09-25,unknown,fix_script,,
review_only,24988,,,,200.00,2025-08-25,unknown,fix_script,,
review_only,24989,24906,,,132.00,2025-06-18,unknown,fix_script,,
review_only,24993,,,,32.13,2025-09-23,unknown,fix_script,,
review_only,24994,,,,177.00,2025-09-11,unknown,fix_script,,
review_only,24996,,,,401.08,2025-09-04,unknown,fix_script,,
review_only,24999,25059,,,205.00,2025-07-13,unknown,fix_script,,
review_only,25001,,,,500.00,2025-10-16,unknown,fix_script,,
review_only,25002,,,,143.63,2025-08-22,unknown,fix_script,,
review_only,25003,,,,702.00,2025-08-15,unknown,fix_script,,
review_only,25004,25005,,,420.00,2025-07-04,unknown,fix_script,,
review_only,25005,,,,700.35,2025-10-15,unknown,fix_script,,
review_only,25006,,,,34.02,2025-09-14,unknown,fix_script,,
review_only,25008,,,,5.00,2025-05-29,unknown,fix_script,,
review_only,25009,,,,300.00,2025-10-20,unknown,fix_script,,
review_only,25012,,,,327.75,2025-10-21,unknown,fix_script,,
review_only,25013,25105,,,300.00,2025-07-23,unknown,fix_script,,
review_only,25015,25021,,,365.69,2025-07-04,unknown,fix_script,,
review_only,25016,25058,,,78.75,2025-07-13,unknown,fix_script,,
review_only,25017,24956,,,631.50,2025-07-03,unknown,fix_script,,
review_only,25018,,,,250.00,2025-08-21,unknown,fix_script,,
review_only,25019,25035,,,301.87,2025-07-08,unknown,fix_script,,
review_only,25020,,,,774.00,2025-10-08,unknown,fix_script,,
review_only,25022,,,,250.00,2025-05-21,unknown,fix_script,,
review_only,25023,,,,450.66,2025-09-25,unknown,fix_script,,
review_only,25024,,,,262.50,2025-08-13,unknown,fix_script,,
review_only,25026,,,,250.00,2025-08-21,unknown,fix_script,,
review_only,25027,,,,430.50,2025-07-04,unknown,fix_script,,
review_only,25029,,,,75.00,2025-08-04,unknown,fix_script,,
review_only,25034,,,,210.84,2025-07-30,unknown,fix_script,,
review_only,25035,,,,200.00,2025-06-12,unknown,fix_script,,
review_only,25037,,,,94.50,2025-08-04,unknown,fix_script,,
review_only,25039,,,,735.00,2025-07-28,unknown,fix_script,,
review_only,25040,,,,205.00,2025-06-30,unknown,fix_script,,
review_only,25043,,,,157.50,2025-06-08,unknown,fix_script,,
review_only,25046,,,,300.00,2025-08-22,unknown,fix_script,,
review_only,25048,,,,150.00,2025-03-03,unknown,fix_script,,
review_only,25049,,,,498.15,2025-10-14,unknown,fix_script,,
review_only,25052,,,,675.02,2025-06-02,unknown,fix_script,,
review_only,25053,,,,2.00,2025-05-26,unknown,fix_script,,
review_only,25056,,,,528.99,2025-06-30,unknown,fix_script,,
review_only,25058,,,,550.00,2025-10-03,unknown,fix_script,,
review_only,25059,25027,,,560.00,2025-07-04,unknown,fix_script,,
review_only,25061,,,,250.00,2025-09-08,unknown,fix_script,,
review_only,25062,,,,235.49,2025-09-22,unknown,fix_script,,
review_only,25066,,,,231.00,2025-09-02,unknown,fix_script,,
review_only,25067,,,,720.00,2025-10-06,unknown,fix_script,,
review_only,25071,25047,,,205.00,2025-07-10,unknown,fix_script,,
review_only,25072,,,,200.00,2025-09-05,unknown,fix_script,,
review_only,25073,25061,,,138.60,2025-07-14,unknown,fix_script,,
review_only,25074,,,,313.62,2025-06-30,unknown,fix_script,,
review_only,25075,,,,104.74,2025-06-04,unknown,fix_script,,
review_only,25076,,,,542.85,2025-11-03,unknown,fix_script,,
