src_row_number,src_date,src_side,src_amount,src_description,src_account_values,match_exact_same_date,match_within_7d,match_within_30d,match_future_lag_0_120d,matched_accounts_within_30d,matched_transaction_ids_within_30d
2831,2014-07-29,credit,1189.65,,1020 Personal CIBC 8362,0,0,0,0,,
2832,2014-07-29,credit,84.00,Original Date 12/09/11,1020 Personal CIBC 8362,0,0,0,0,,
2833,2014-07-30,credit,159.99,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
2834,2014-07-30,credit,63.00,,1020 Personal CIBC 8362,0,0,0,0,,
2835,2014-07-31,credit,95.00,,1020 Personal CIBC 8362,0,0,0,0,,
2836,2014-07-31,debit,39322.04,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
2837,2014-02-08,credit,100.00,,1020 Personal CIBC 8362,0,1,1,0,903990106011,79573
2838,2014-05-08,credit,23.59,,1020 Personal CIBC 8362,0,0,0,0,,
2839,2014-08-08,credit,77.00,,1020 Personal CIBC 8362,0,0,0,0,,
2840,2014-08-08,credit,3700.00,,1020 Personal CIBC 8362,0,0,0,0,,
2841,2014-08-08,credit,59.00,,1020 Personal CIBC 8362,0,0,0,0,,
2842,2014-11-08,credit,136.48,,1020 Personal CIBC 8362,0,0,0,0,,
2843,2014-11-08,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
2844,2014-11-08,credit,65.00,,1020 Personal CIBC 8362,0,0,0,0,,
2845,2014-11-08,credit,59.96,,1020 Personal CIBC 8362,0,0,0,0,,
2846,2014-12-08,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
2847,2014-08-13,credit,1200.00,,1020 Personal CIBC 8362,0,0,0,0,,
2848,2014-08-14,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2849,2014-08-14,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
2850,2014-08-15,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2851,2014-08-15,credit,530.00,,1020 Personal CIBC 8362,0,0,0,0,,
2852,2014-08-15,credit,150.01,,1020 Personal CIBC 8362,0,0,0,0,,
2853,2014-08-16,credit,100.00,,1020 Personal CIBC 8362,0,0,0,0,,
2854,2014-08-17,credit,37.28,,1020 Personal CIBC 8362,0,0,0,0,,
2855,2014-08-18,credit,358.21,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
2856,2014-08-18,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
2857,2014-08-20,credit,5465.80,,1020 Personal CIBC 8362,0,0,0,0,,
2858,2014-08-21,credit,267.69,,1020 Personal CIBC 8362,0,0,0,0,,
2859,2014-08-21,credit,92.00,,1020 Personal CIBC 8362,0,0,0,0,,
2860,2014-08-21,credit,73.03,,1020 Personal CIBC 8362,0,0,0,0,,
2861,2014-08-25,credit,25007.50,,1020 Personal CIBC 8362,0,0,0,0,,
2862,2014-08-25,credit,194.44,,1020 Personal CIBC 8362,0,0,0,0,,
2863,2014-08-25,credit,1000.00,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
2864,2014-08-26,credit,8428.28,4943477,1020 Personal CIBC 8362,0,0,0,0,,
2865,2014-08-26,credit,34.42,,1020 Personal CIBC 8362,0,0,0,0,,
2866,2014-08-27,credit,79.47,,1020 Personal CIBC 8362,0,0,0,0,,
2867,2014-08-28,credit,33.78,,1020 Personal CIBC 8362,0,0,0,0,,
2868,2014-08-28,credit,10000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2869,2014-08-28,credit,662.09,,1020 Personal CIBC 8362,0,0,0,0,,
2870,2014-08-29,credit,28.25,,1020 Personal CIBC 8362,0,0,0,0,,
2871,2014-08-29,credit,74.00,,1020 Personal CIBC 8362,0,0,0,0,,
2872,2014-08-31,debit,47375.53,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
2873,2014-02-09,credit,164.63,,1020 Personal CIBC 8362,0,0,0,0,,
2874,2014-02-09,credit,35.66,,1020 Personal CIBC 8362,0,0,0,0,,
2875,2014-02-09,credit,166.56,,1020 Personal CIBC 8362,0,0,0,0,,
2876,2014-02-09,credit,259.88,,1020 Personal CIBC 8362,0,0,0,0,,
2877,2014-02-09,credit,66.91,,1020 Personal CIBC 8362,0,0,0,0,,
2878,2014-03-09,credit,16.89,,1020 Personal CIBC 8362,0,0,0,0,,
2879,2014-03-09,credit,82.90,,1020 Personal CIBC 8362,0,0,0,0,,
2880,2014-04-09,credit,1071.00,,1020 Personal CIBC 8362,0,0,0,0,,
2881,2014-05-09,credit,971.36,,1020 Personal CIBC 8362,0,0,0,0,,
2882,2014-05-09,credit,12.70,,1020 Personal CIBC 8362,0,0,0,0,,
2883,2014-05-09,credit,68.03,,1020 Personal CIBC 8362,0,0,0,0,,
2884,2014-06-09,credit,35.58,,1020 Personal CIBC 8362,0,0,0,0,,
2885,2014-06-09,credit,316.25,,1020 Personal CIBC 8362,0,0,0,0,,
2886,2014-07-09,credit,78.34,,1020 Personal CIBC 8362,0,0,0,0,,
2887,2014-08-09,credit,8.66,,1020 Personal CIBC 8362,0,0,0,0,,
2888,2014-09-09,credit,112.60,,1020 Personal CIBC 8362,0,0,0,0,,
2889,2014-09-09,credit,112.60,,1020 Personal CIBC 8362,0,0,0,0,,
2890,2014-12-09,credit,1483.65,,1020 Personal CIBC 8362,0,0,0,0,,
2891,2014-12-09,credit,345.87,,1020 Personal CIBC 8362,0,0,0,0,,
2892,2014-09-13,credit,40.49,,1020 Personal CIBC 8362,0,0,0,0,,
2893,2014-09-13,credit,72.38,,1020 Personal CIBC 8362,0,0,0,0,,
2894,2014-09-13,credit,79.82,,1020 Personal CIBC 8362,0,0,0,0,,
2895,2014-09-14,credit,130.00,,1020 Personal CIBC 8362,0,0,0,0,,
2896,2014-09-14,credit,157.40,,1020 Personal CIBC 8362,0,0,0,0,,
2897,2014-09-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
2898,2014-09-16,credit,2000.00,ARROLI,1020 Personal CIBC 8362,0,0,0,0,,
2899,2014-09-17,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2900,2014-09-17,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2901,2014-09-18,credit,100.00,,1020 Personal CIBC 8362,0,0,0,0,,
2902,2014-09-18,credit,69.39,,1020 Personal CIBC 8362,0,0,0,0,,
2903,2014-09-18,credit,1750.00,,1020 Personal CIBC 8362,0,0,0,0,,
2904,2014-09-19,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2905,2014-09-22,credit,2903.61,,1020 Personal CIBC 8362,0,0,0,0,,
2906,2014-09-22,credit,69.27,,1020 Personal CIBC 8362,0,0,0,0,,
2907,2014-09-22,credit,7.50,,1020 Personal CIBC 8362,0,0,0,0,,
2908,2014-09-23,credit,125.12,,1020 Personal CIBC 8362,0,0,0,0,,
2909,2014-09-24,credit,365.72,,1020 Personal CIBC 8362,0,0,0,0,,
2910,2014-09-26,credit,670.00,,1020 Personal CIBC 8362,0,0,0,0,,
2911,2014-09-26,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2912,2014-09-26,credit,23.10,,1020 Personal CIBC 8362,0,0,0,0,,
2913,2014-09-26,credit,37.30,,1020 Personal CIBC 8362,0,0,0,0,,
2914,2014-09-26,credit,591.00,,1020 Personal CIBC 8362,0,0,0,0,,
2915,2014-09-27,credit,73.00,,1020 Personal CIBC 8362,0,0,0,0,,
2916,2014-09-27,credit,78.03,,1020 Personal CIBC 8362,0,0,0,0,,
2917,2014-09-29,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2918,2014-09-29,credit,588.12,,1020 Personal CIBC 8362,0,0,0,0,,
2919,2014-09-30,credit,85.00,,1020 Personal CIBC 8362,0,0,0,0,,
2920,2014-09-30,debit,43424.43,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
2921,2014-03-10,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
2922,2014-03-10,credit,300.00,,1020 Personal CIBC 8362,0,1,1,1,903990106011,79755;79767;79874
2923,2014-04-10,credit,96.27,,1020 Personal CIBC 8362,0,0,0,0,,
2924,2014-06-10,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2925,2014-06-10,credit,1644.90,,1020 Personal CIBC 8362,0,0,0,0,,
2926,2014-07-10,credit,2120.40,,1020 Personal CIBC 8362,0,0,0,0,,
2927,2014-08-10,credit,472.45,,1020 Personal CIBC 8362,0,0,0,0,,
2928,2014-09-10,credit,12.73,,1020 Personal CIBC 8362,0,0,0,0,,
2929,2014-09-10,credit,105.00,,1020 Personal CIBC 8362,0,0,0,0,,
2930,2014-09-10,credit,207.94,,1020 Personal CIBC 8362,0,0,0,0,,
2931,2014-09-10,credit,58.80,,1020 Personal CIBC 8362,0,0,0,0,,
2932,2014-10-10,credit,31.96,,1020 Personal CIBC 8362,0,0,0,0,,
2933,2014-10-10,credit,443.39,ARROLI,1020 Personal CIBC 8362,0,0,0,0,,
2934,2014-10-10,credit,295.68,,1020 Personal CIBC 8362,0,0,0,0,,
2935,2014-10-10,credit,104.84,,1020 Personal CIBC 8362,0,0,0,0,,
2936,2014-10-10,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2937,2014-10-14,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2938,2014-10-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
2939,2014-10-15,credit,1550.26,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
2940,2014-10-16,credit,382.07,,1020 Personal CIBC 8362,0,0,0,0,,
2941,2014-10-16,credit,140.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
2942,2014-10-16,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2943,2014-10-17,credit,83.34,,1020 Personal CIBC 8362,0,0,0,0,,
2944,2014-10-17,debit,51.29,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
2945,2014-10-17,credit,500.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
2946,2014-10-17,credit,504.48,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
2947,2014-10-17,credit,197.64,,1020 Personal CIBC 8362,0,0,0,0,,
2948,2014-10-17,credit,900.00,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
2949,2014-10-17,credit,42.11,,1020 Personal CIBC 8362,0,0,0,0,,
2950,2014-10-17,credit,94.00,,1020 Personal CIBC 8362,0,0,0,0,,
2951,2014-10-18,credit,104.98,,1020 Personal CIBC 8362,0,0,0,0,,
2952,2014-10-18,credit,39.65,,1020 Personal CIBC 8362,0,0,0,0,,
2953,2014-10-20,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2954,2014-10-20,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2955,2014-10-21,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2956,2014-10-21,credit,19.92,,1020 Personal CIBC 8362,0,0,0,0,,
2957,2014-10-21,credit,81.92,,1020 Personal CIBC 8362,0,0,0,0,,
2958,2014-10-21,credit,21.40,,1020 Personal CIBC 8362,0,0,0,0,,
2959,2014-10-22,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
2960,2014-10-22,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2961,2014-10-22,credit,161.30,,1020 Personal CIBC 8362,0,0,0,0,,
2962,2014-10-23,credit,25.68,,1020 Personal CIBC 8362,0,0,0,0,,
2963,2014-10-23,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2964,2014-10-24,credit,24.79,,1020 Personal CIBC 8362,0,0,0,0,,
2965,2014-10-27,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2966,2014-10-27,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2967,2014-10-28,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
2968,2014-10-30,credit,108.24,,1020 Personal CIBC 8362,0,0,0,0,,
2969,2014-10-30,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
2970,2014-10-30,credit,81.82,,1020 Personal CIBC 8362,0,0,0,0,,
2971,2014-10-30,credit,911.45,,1020 Personal CIBC 8362,0,0,0,0,,
2972,2014-10-31,credit,88.50,,1020 Personal CIBC 8362,0,0,0,0,,
2973,2014-10-31,debit,45482.31,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
2974,2014-10-31,credit,482.70,,1020 Personal CIBC 8362,0,0,0,0,,
2975,2014-01-11,credit,6.75,,1020 Personal CIBC 8362,0,0,0,0,,
2976,2014-01-11,credit,36.10,,1020 Personal CIBC 8362,0,0,0,0,,
2977,2014-02-11,credit,11.15,,1020 Personal CIBC 8362,0,0,0,0,,
2978,2014-02-11,credit,37.28,,1020 Personal CIBC 8362,0,0,0,0,,
2979,2014-02-11,credit,4.25,,1020 Personal CIBC 8362,0,0,0,0,,
2980,2014-02-11,credit,96.01,,1020 Personal CIBC 8362,0,0,0,0,,
2981,2014-03-11,credit,94.90,,1020 Personal CIBC 8362,0,0,0,0,,
2982,2014-03-11,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
2983,2014-04-11,credit,187.76,,1020 Personal CIBC 8362,0,0,0,0,,
2984,2014-04-11,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
2985,2014-05-11,credit,80.00,,1020 Personal CIBC 8362,0,0,0,0,,
2986,2014-06-11,credit,12.60,,1020 Personal CIBC 8362,0,0,0,0,,
2987,2014-06-11,credit,137.00,,1020 Personal CIBC 8362,0,0,0,0,,
2988,2014-06-11,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2989,2014-06-11,credit,76.36,,1020 Personal CIBC 8362,0,0,0,0,,
2990,2014-07-11,credit,50.01,,1020 Personal CIBC 8362,0,0,0,0,,
2991,2014-07-11,credit,29.50,,1020 Personal CIBC 8362,0,0,0,0,,
2992,2014-10-11,credit,75.25,,1020 Personal CIBC 8362,0,0,0,0,,
2993,2014-11-14,credit,4000.00,,1020 Personal CIBC 8362,0,0,0,0,,
2994,2014-11-17,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
2995,2014-11-18,credit,199.95,,1020 Personal CIBC 8362,0,0,0,0,,
2996,2014-11-19,credit,60.01,,1020 Personal CIBC 8362,0,0,0,0,,
2997,2014-11-19,credit,17.09,,1020 Personal CIBC 8362,0,0,0,0,,
2998,2014-11-19,credit,506.30,,1020 Personal CIBC 8362,0,0,0,0,,
2999,2014-11-20,credit,160.00,,1020 Personal CIBC 8362,0,0,0,0,,
3000,2014-11-20,credit,14.69,,1020 Personal CIBC 8362,0,0,0,0,,
3001,2014-11-21,credit,628.16,,1020 Personal CIBC 8362,0,0,0,0,,
3002,2014-11-21,credit,230.04,,1020 Personal CIBC 8362,0,0,0,0,,
3003,2014-11-21,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3004,2014-11-21,credit,25.61,,1020 Personal CIBC 8362,0,0,0,0,,
3005,2014-11-23,credit,50.00,,1020 Personal CIBC 8362,0,0,0,0,,
3006,2014-11-24,credit,600.00,,1020 Personal CIBC 8362,0,0,0,0,,
3007,2014-11-25,credit,4500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3008,2014-11-25,credit,1000.00,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3009,2014-11-25,credit,64.77,,1020 Personal CIBC 8362,0,0,0,0,,
3010,2014-11-25,credit,104.97,,1020 Personal CIBC 8362,0,0,0,0,,
3011,2014-11-26,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3012,2014-11-26,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3013,2014-11-27,credit,522.74,,1020 Personal CIBC 8362,0,0,0,0,,
3014,2014-11-28,credit,391.16,,1020 Personal CIBC 8362,0,0,0,0,,
3015,2014-11-28,credit,561.54,,1020 Personal CIBC 8362,0,0,0,0,,
3016,2014-11-28,credit,76.02,,1020 Personal CIBC 8362,0,0,0,0,,
3017,2014-11-30,debit,40925.65,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3018,2014-01-12,credit,1000.00,,1020 Personal CIBC 8362,0,0,1,1,903990106011,79327
3019,2014-01-12,credit,150.00,,1020 Personal CIBC 8362,0,0,0,0,,
3020,2014-03-12,credit,1210.90,,1020 Personal CIBC 8362,0,0,0,0,,
3021,2014-04-12,credit,2000.00,,1020 Personal CIBC 8362,0,0,1,1,903990106011,80027
3022,2014-04-12,credit,29.20,,1020 Personal CIBC 8362,0,0,0,0,,
3023,2014-05-12,credit,173.91,,1020 Personal CIBC 8362,0,0,0,0,,
3024,2014-06-12,credit,80.00,,1020 Personal CIBC 8362,0,0,0,0,,
3025,2014-08-12,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3026,2014-08-12,credit,45.60,,1020 Personal CIBC 8362,0,0,0,0,,
3027,2014-08-12,credit,4000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3028,2014-08-12,credit,95.91,,1020 Personal CIBC 8362,0,0,0,0,,
3029,2014-09-12,credit,1613.94,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3030,2014-11-12,credit,66.49,,1020 Personal CIBC 8362,0,0,0,0,,
3031,2014-11-12,credit,5.25,,1020 Personal CIBC 8362,0,0,0,0,,
3032,2014-11-12,credit,83.31,,1020 Personal CIBC 8362,0,0,0,0,,
3033,2014-12-12,credit,48.32,,1020 Personal CIBC 8362,0,0,0,0,,
3034,2014-12-12,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3035,2014-12-12,credit,39.70,,1020 Personal CIBC 8362,0,0,0,0,,
3036,2014-12-12,credit,72.13,,1020 Personal CIBC 8362,0,0,0,0,,
3037,2014-12-13,credit,105.00,,1020 Personal CIBC 8362,0,0,0,0,,
3038,2014-12-13,credit,50.01,,1020 Personal CIBC 8362,0,0,0,0,,
3039,2014-12-13,credit,386.90,,1020 Personal CIBC 8362,0,0,0,0,,
3040,2014-12-14,credit,22.50,,1020 Personal CIBC 8362,0,0,0,0,,
3041,2014-12-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3042,2014-12-17,credit,1600.00,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3043,2014-12-17,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3044,2014-12-17,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3045,2014-12-17,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3046,2014-12-19,credit,194.38,,1020 Personal CIBC 8362,0,0,0,0,,
3047,2014-12-19,credit,67.00,,1020 Personal CIBC 8362,0,0,0,0,,
3048,2014-12-22,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3049,2014-12-22,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3050,2014-12-22,credit,6000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3051,2014-12-24,credit,79.99,,1020 Personal CIBC 8362,0,0,0,0,,
3052,2014-12-24,credit,963.34,4943477,1020 Personal CIBC 8362,0,0,0,0,,
3053,2014-12-29,credit,84.03,,1020 Personal CIBC 8362,0,0,0,0,,
3054,2014-12-29,credit,8000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3055,2014-12-30,credit,75.94,,1020 Personal CIBC 8362,0,0,0,0,,
3056,2014-12-30,credit,644.65,,1020 Personal CIBC 8362,0,0,0,0,,
3057,2014-12-30,credit,538.64,,1020 Personal CIBC 8362,0,0,0,0,,
3058,2014-12-30,credit,47.00,,1020 Personal CIBC 8362,0,0,0,0,,
3059,2014-12-31,debit,61011.52,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3060,2014-12-31,credit,90.39,,1020 Personal CIBC 8362,0,0,0,0,,
3061,2014-12-31,credit,87.19,,1020 Personal CIBC 8362,0,0,0,0,,
3062,2014-12-31,credit,109.86,,1020 Personal CIBC 8362,0,0,0,0,,
3063,2014-12-31,credit,12.32,,1020 Personal CIBC 8362,0,0,0,0,,
3064,2015-02-01,credit,87.32,,1020 Personal CIBC 8362,0,0,0,0,,
3065,2015-02-01,credit,105.00,,1020 Personal CIBC 8362,0,0,0,0,,
3066,2015-02-01,credit,750.00,,1020 Personal CIBC 8362,0,0,0,0,,
3067,2015-04-01,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
3068,2015-04-01,credit,52.03,,1020 Personal CIBC 8362,0,0,0,0,,
3069,2015-05-01,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
3070,2015-05-01,credit,1962.48,,1020 Personal CIBC 8362,0,0,0,0,,
3071,2015-05-01,credit,37.45,,1020 Personal CIBC 8362,0,0,0,0,,
3072,2015-12-01,credit,1615.00,,1020 Personal CIBC 8362,0,0,0,0,,
3073,2015-12-01,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3074,2015-12-01,credit,1266.44,,1020 Personal CIBC 8362,0,0,0,0,,
3075,2015-01-15,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3076,2015-01-18,credit,100.00,,1020 Personal CIBC 8362,0,0,0,0,,
3077,2015-01-19,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3078,2015-01-19,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3079,2015-01-19,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3080,2015-01-19,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3081,2015-01-20,credit,66.00,,1020 Personal CIBC 8362,0,0,0,0,,
3082,2015-01-20,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
