entry_date,account_code,account_name,description,debit,credit,source_table,source_id,source_ref
2012-01-17,41000,Charter Revenue,Charter #4698 - Res #005733 - unknown,0.00,86.25,income_ledger,20775,0005434
2012-01-17,1000,Cash / Clearing,Charter #4699 - Res #005734 - unknown,764.75,0.00,income_ledger,20776,0005432
2012-01-17,41000,Charter Revenue,Charter #4699 - Res #005734 - unknown,0.00,764.75,income_ledger,20776,0005432
2012-01-18,1000,Cash / Clearing,Charter #4678 - Res #005713 - unknown,152.25,0.00,income_ledger,18895,0005455
2012-01-18,41000,Charter Revenue,Charter #4678 - Res #005713 - unknown,0.00,152.25,income_ledger,18895,0005455
2012-01-18,1000,Cash / Clearing,Charter #4725 - Res #005760 - unknown,205.00,0.00,income_ledger,18896,0005460
2012-01-18,41000,Charter Revenue,Charter #4725 - Res #005760 - unknown,0.00,205.00,income_ledger,18896,0005460
2012-01-18,1000,Cash / Clearing,Charter #4692 - Res #005727 - unknown,667.00,0.00,income_ledger,19996,0005446
2012-01-18,41000,Charter Revenue,Charter #4692 - Res #005727 - unknown,0.00,667.00,income_ledger,19996,0005446
2012-01-18,1000,Cash / Clearing,Charter #4729 - Res #005764 - unknown,205.00,0.00,income_ledger,19997,0005448
2012-01-18,41000,Charter Revenue,Charter #4729 - Res #005764 - unknown,0.00,205.00,income_ledger,19997,0005448
2012-01-18,1000,Cash / Clearing,Charter #4731 - Res #005766 - unknown,75.00,0.00,income_ledger,20744,0005449
2012-01-18,41000,Charter Revenue,Charter #4731 - Res #005766 - unknown,0.00,75.00,income_ledger,20744,0005449
2012-01-18,1000,Cash / Clearing,Charter #4726 - Res #005761 - unknown,75.00,0.00,income_ledger,20770,0005442
2012-01-18,41000,Charter Revenue,Charter #4726 - Res #005761 - unknown,0.00,75.00,income_ledger,20770,0005442
2012-01-18,1000,Cash / Clearing,Charter #4712 - Res #005747 - unknown,250.00,0.00,income_ledger,20772,0005437
2012-01-18,41000,Charter Revenue,Charter #4712 - Res #005747 - unknown,0.00,250.00,income_ledger,20772,0005437
2012-01-18,1000,Cash / Clearing,Charter #4710 - Res #005745 - unknown,156.00,0.00,income_ledger,20773,0005438
2012-01-18,41000,Charter Revenue,Charter #4710 - Res #005745 - unknown,0.00,156.00,income_ledger,20773,0005438
2012-01-18,1000,Cash / Clearing,Charter #4702 - Res #005737 - unknown,573.00,0.00,income_ledger,20777,0005445
2012-01-18,41000,Charter Revenue,Charter #4702 - Res #005737 - unknown,0.00,573.00,income_ledger,20777,0005445
2012-01-18,1000,Cash / Clearing,Charter #4677 - Res #005712 - unknown,250.00,0.00,income_ledger,20778,0005436
2012-01-18,41000,Charter Revenue,Charter #4677 - Res #005712 - unknown,0.00,250.00,income_ledger,20778,0005436
2012-01-18,1000,Cash / Clearing,Charter #4727 - Res #005762 - unknown,75.00,0.00,income_ledger,20791,0005443
2012-01-18,41000,Charter Revenue,Charter #4727 - Res #005762 - unknown,0.00,75.00,income_ledger,20791,0005443
2012-01-18,1000,Cash / Clearing,Charter #4728 - Res #005763 - unknown,175.00,0.00,income_ledger,21292,0005444
2012-01-18,41000,Charter Revenue,Charter #4728 - Res #005763 - unknown,0.00,175.00,income_ledger,21292,0005444
2012-01-19,1000,Cash / Clearing,Charter #4711 - Res #005746 - unknown,231.00,0.00,income_ledger,18893,0005449
2012-01-19,41000,Charter Revenue,Charter #4711 - Res #005746 - unknown,0.00,231.00,income_ledger,18893,0005449
2012-01-19,1000,Cash / Clearing,Charter #4703 - Res #005738 - credit_card,82.87,0.00,income_ledger,19423,0005469
2012-01-19,41000,Charter Revenue,Charter #4703 - Res #005738 - credit_card,0.00,82.87,income_ledger,19423,0005469
2012-01-19,1000,Cash / Clearing,Charter #4703 - Res #005738 - credit_card,291.87,0.00,income_ledger,19424,0005470
2012-01-19,41000,Charter Revenue,Charter #4703 - Res #005738 - credit_card,0.00,291.87,income_ledger,19424,0005470
2012-01-19,1000,Cash / Clearing,Charter #4703 - Res #005738 - credit_card,153.38,0.00,income_ledger,19425,0005471
2012-01-19,41000,Charter Revenue,Charter #4703 - Res #005738 - credit_card,0.00,153.38,income_ledger,19425,0005471
2012-01-19,1000,Cash / Clearing,Charter #4704 - Res #005739 - unknown,1071.24,0.00,income_ledger,21040,0005450
2012-01-19,41000,Charter Revenue,Charter #4704 - Res #005739 - unknown,0.00,1071.24,income_ledger,21040,0005450
2012-01-21,1000,Cash / Clearing,Charter #4753 - Res #005788 - unknown,175.00,0.00,income_ledger,20794,0005549
2012-01-21,41000,Charter Revenue,Charter #4753 - Res #005788 - unknown,0.00,175.00,income_ledger,20794,0005549
2012-01-21,1000,Cash / Clearing,Charter #4752 - Res #005787 - unknown,205.00,0.00,income_ledger,21327,0006124
2012-01-21,41000,Charter Revenue,Charter #4752 - Res #005787 - unknown,0.00,205.00,income_ledger,21327,0006124
2012-01-23,1000,Cash / Clearing,Charter #4661 - Res #005696 - unknown,220.00,0.00,income_ledger,18885,0005584
2012-01-23,41000,Charter Revenue,Charter #4661 - Res #005696 - unknown,0.00,220.00,income_ledger,18885,0005584
2012-01-23,1000,Cash / Clearing,Charter #4755 - Res #005790 - unknown,165.00,0.00,income_ledger,18903,0005585
2012-01-23,41000,Charter Revenue,Charter #4755 - Res #005790 - unknown,0.00,165.00,income_ledger,18903,0005585
2012-01-23,1000,Cash / Clearing,Charter #2954 - Res #003978 - trade_of_services,30.00,0.00,income_ledger,18916,0005492
2012-01-23,41000,Charter Revenue,Charter #2954 - Res #003978 - trade_of_services,0.00,30.00,income_ledger,18916,0005492
2012-01-23,1000,Cash / Clearing,Charter #3185 - Res #004227 - trade_of_services,259.88,0.00,income_ledger,19332,0005501
2012-01-23,41000,Charter Revenue,Charter #3185 - Res #004227 - trade_of_services,0.00,259.88,income_ledger,19332,0005501
2012-01-23,1000,Cash / Clearing,Charter #4553 - Res #005603 - cash,105.28,0.00,income_ledger,20392,0005503
2012-01-23,41000,Charter Revenue,Charter #4553 - Res #005603 - cash,0.00,105.28,income_ledger,20392,0005503
2012-01-23,1000,Cash / Clearing,Charter #4505 - Res #005554 - check,900.00,0.00,income_ledger,20393,0005504
2012-01-23,41000,Charter Revenue,Charter #4505 - Res #005554 - check,0.00,900.00,income_ledger,20393,0005504
2012-01-23,1000,Cash / Clearing,Charter #4735 - Res #005770 - unknown,100.01,0.00,income_ledger,20798,0005577
2012-01-23,41000,Charter Revenue,Charter #4735 - Res #005770 - unknown,0.00,100.01,income_ledger,20798,0005577
2012-01-23,1000,Cash / Clearing,Charter #4685 - Res #005720 - unknown,345.00,0.00,income_ledger,20945,0005584
2012-01-23,41000,Charter Revenue,Charter #4685 - Res #005720 - unknown,0.00,345.00,income_ledger,20945,0005584
2012-01-24,1000,Cash / Clearing,Charter #4623 - Res #005792 - unknown,123.12,0.00,income_ledger,18910,0005591
2012-01-24,41000,Charter Revenue,Charter #4623 - Res #005792 - unknown,0.00,123.12,income_ledger,18910,0005591
2012-01-24,1000,Cash / Clearing,Charter #4754 - Res #005789 - unknown,175.00,0.00,income_ledger,20810,0005586
2012-01-24,41000,Charter Revenue,Charter #4754 - Res #005789 - unknown,0.00,175.00,income_ledger,20810,0005586
2012-01-24,1000,Cash / Clearing,Charter #4750 - Res #005785 - unknown,50.00,0.00,income_ledger,20813,0005590
2012-01-24,41000,Charter Revenue,Charter #4750 - Res #005785 - unknown,0.00,50.00,income_ledger,20813,0005590
2012-01-24,1000,Cash / Clearing,Charter #4754 - Res #005789 - unknown,157.50,0.00,income_ledger,20952,0005587
2012-01-24,41000,Charter Revenue,Charter #4754 - Res #005789 - unknown,0.00,157.50,income_ledger,20952,0005587
2012-01-24,1000,Cash / Clearing,Charter #4749 - Res #005784 - unknown,50.00,0.00,income_ledger,21050,0005589
2012-01-24,41000,Charter Revenue,Charter #4749 - Res #005784 - unknown,0.00,50.00,income_ledger,21050,0005589
2012-01-24,1000,Cash / Clearing,Charter #4753 - Res #005788 - unknown,220.00,0.00,income_ledger,25203,
2012-01-24,41000,Charter Revenue,Charter #4753 - Res #005788 - unknown,0.00,220.00,income_ledger,25203,
2012-01-25,1000,Cash / Clearing,Charter #4625 - Res #005794 - unknown,250.00,0.00,income_ledger,18908,0005592
2012-01-25,41000,Charter Revenue,Charter #4625 - Res #005794 - unknown,0.00,250.00,income_ledger,18908,0005592
2012-01-25,1000,Cash / Clearing,Charter #4752 - Res #005787 - unknown,263.00,0.00,income_ledger,19998,0005594
2012-01-25,41000,Charter Revenue,Charter #4752 - Res #005787 - unknown,0.00,263.00,income_ledger,19998,0005594
2012-01-25,1000,Cash / Clearing,Charter #4217 - Res #005264 - unknown,162.75,0.00,income_ledger,20814,0005593
2012-01-25,41000,Charter Revenue,Charter #4217 - Res #005264 - unknown,0.00,162.75,income_ledger,20814,0005593
2012-01-26,1000,Cash / Clearing,Charter #4705 - Res #005740 - unknown,378.00,0.00,income_ledger,21066,0005595
2012-01-26,41000,Charter Revenue,Charter #4705 - Res #005740 - unknown,0.00,378.00,income_ledger,21066,0005595
2012-01-27,1000,Cash / Clearing,Charter #4627 - Res #005796 - unknown,429.00,0.00,income_ledger,18906,0005596
2012-01-27,41000,Charter Revenue,Charter #4627 - Res #005796 - unknown,0.00,429.00,income_ledger,18906,0005596
2012-01-27,1000,Cash / Clearing,Charter #4628 - Res #005797 - unknown,223.00,0.00,income_ledger,21067,0005597
2012-01-27,41000,Charter Revenue,Charter #4628 - Res #005797 - unknown,0.00,223.00,income_ledger,21067,0005597
2012-01-27,1000,Cash / Clearing,Charter #4626 - Res #005795 - unknown,449.45,0.00,income_ledger,21083,0005598
2012-01-27,41000,Charter Revenue,Charter #4626 - Res #005795 - unknown,0.00,449.45,income_ledger,21083,0005598
2012-01-27,1000,Cash / Clearing,Charter #4634 - Res #005803 - unknown,234.00,0.00,income_ledger,21084,0005599
2012-01-27,41000,Charter Revenue,Charter #4634 - Res #005803 - unknown,0.00,234.00,income_ledger,21084,0005599
2012-01-30,1000,Cash / Clearing,Charter #3183 - Res #004225 - unknown,102.38,0.00,income_ledger,3927,
2012-01-30,41000,Charter Revenue,Charter #3183 - Res #004225 - unknown,0.00,102.38,income_ledger,3927,
2012-01-30,1000,Cash / Clearing,Charter #4629 - Res #005798 - unknown,196.50,0.00,income_ledger,18905,0005601
2012-01-30,41000,Charter Revenue,Charter #4629 - Res #005798 - unknown,0.00,196.50,income_ledger,18905,0005601
2012-01-30,1000,Cash / Clearing,Charter #4635 - Res #005804 - unknown,412.50,0.00,income_ledger,18907,0005603
2012-01-30,41000,Charter Revenue,Charter #4635 - Res #005804 - unknown,0.00,412.50,income_ledger,18907,0005603
2012-01-30,1000,Cash / Clearing,Charter #4635 - Res #005804 - unknown,-82.50,0.00,income_ledger,19999,0005604
2012-01-30,41000,Charter Revenue,Charter #4635 - Res #005804 - unknown,0.00,-82.50,income_ledger,19999,0005604
2012-01-30,1000,Cash / Clearing,Charter #4695 - Res #005730 - unknown,224.00,0.00,income_ledger,20000,0005605
2012-01-30,41000,Charter Revenue,Charter #4695 - Res #005730 - unknown,0.00,224.00,income_ledger,20000,0005605
2012-01-30,1000,Cash / Clearing,Charter #4624 - Res #005793 - unknown,23.75,0.00,income_ledger,20001,0005608
2012-01-30,41000,Charter Revenue,Charter #4624 - Res #005793 - unknown,0.00,23.75,income_ledger,20001,0005608
2012-01-30,1000,Cash / Clearing,Charter #4733 - Res #005768 - unknown,400.00,0.00,income_ledger,20002,0005609
2012-01-30,41000,Charter Revenue,Charter #4733 - Res #005768 - unknown,0.00,400.00,income_ledger,20002,0005609
2012-01-30,1000,Cash / Clearing,Charter #4735 - Res #005770 - unknown,200.00,0.00,income_ledger,20003,0005610
2012-01-30,41000,Charter Revenue,Charter #4735 - Res #005770 - unknown,0.00,200.00,income_ledger,20003,0005610
2012-01-30,1000,Cash / Clearing,Charter #4755 - Res #005790 - unknown,323.74,0.00,income_ledger,20004,0005613
2012-01-30,41000,Charter Revenue,Charter #4755 - Res #005790 - unknown,0.00,323.74,income_ledger,20004,0005613
2012-01-30,1000,Cash / Clearing,Charter #2317 - Res #003353 - trade_of_services,204.75,0.00,income_ledger,20589,0005537
2012-01-30,41000,Charter Revenue,Charter #2317 - Res #003353 - trade_of_services,0.00,204.75,income_ledger,20589,0005537
2012-01-30,1000,Cash / Clearing,Charter #4756 - Res #005807 - unknown,500.00,0.00,income_ledger,20811,0005612
2012-01-30,41000,Charter Revenue,Charter #4756 - Res #005807 - unknown,0.00,500.00,income_ledger,20811,0005612
2012-01-30,1000,Cash / Clearing,Charter #4622 - Res #005791 - unknown,726.00,0.00,income_ledger,20812,0005614
2012-01-30,41000,Charter Revenue,Charter #4622 - Res #005791 - unknown,0.00,726.00,income_ledger,20812,0005614
2012-01-30,1000,Cash / Clearing,Charter #4624 - Res #005793 - unknown,990.00,0.00,income_ledger,20826,0005606
2012-01-30,41000,Charter Revenue,Charter #4624 - Res #005793 - unknown,0.00,990.00,income_ledger,20826,0005606
2012-01-30,1000,Cash / Clearing,Charter #4624 - Res #005793 - unknown,325.00,0.00,income_ledger,20835,0005607
2012-01-30,41000,Charter Revenue,Charter #4624 - Res #005793 - unknown,0.00,325.00,income_ledger,20835,0005607
2012-01-30,1000,Cash / Clearing,Charter #4634 - Res #005803 - unknown,55.25,0.00,income_ledger,21085,0005602
2012-01-30,41000,Charter Revenue,Charter #4634 - Res #005803 - unknown,0.00,55.25,income_ledger,21085,0005602
2012-01-30,1000,Cash / Clearing,Charter #4758 - Res #005809 - unknown,231.00,0.00,income_ledger,21086,0005620
2012-01-30,41000,Charter Revenue,Charter #4758 - Res #005809 - unknown,0.00,231.00,income_ledger,21086,0005620
2012-01-30,1000,Cash / Clearing,Charter #4637 - Res #005806 - unknown,160.00,0.00,income_ledger,21627,0005611
2012-01-30,41000,Charter Revenue,Charter #4637 - Res #005806 - unknown,0.00,160.00,income_ledger,21627,0005611
2012-01-31,1000,Cash / Clearing,Charter #4760 - Res #005811 - unknown,75.00,0.00,income_ledger,18909,0005623
2012-01-31,41000,Charter Revenue,Charter #4760 - Res #005811 - unknown,0.00,75.00,income_ledger,18909,0005623
2012-01-31,1000,Cash / Clearing,Charter #4761 - Res #005812 - unknown,173.25,0.00,income_ledger,20005,0005624
2012-01-31,41000,Charter Revenue,Charter #4761 - Res #005812 - unknown,0.00,173.25,income_ledger,20005,0005624
2012-01-31,1000,Cash / Clearing,Charter #4554 - Res #005604 - credit_card,466.25,0.00,income_ledger,20590,0005539
2012-01-31,41000,Charter Revenue,Charter #4554 - Res #005604 - credit_card,0.00,466.25,income_ledger,20590,0005539
2012-02-01,1000,Cash / Clearing,Charter #4764 - Res #005815 - unknown,400.00,0.00,income_ledger,18904,0005626
2012-02-01,41000,Charter Revenue,Charter #4764 - Res #005815 - unknown,0.00,400.00,income_ledger,18904,0005626
2012-02-01,1000,Cash / Clearing,Charter #4765 - Res #005816 - unknown,220.00,0.00,income_ledger,20006,0005627
2012-02-01,41000,Charter Revenue,Charter #4765 - Res #005816 - unknown,0.00,220.00,income_ledger,20006,0005627
2012-02-01,1000,Cash / Clearing,Charter #4766 - Res #005817 - unknown,175.00,0.00,income_ledger,21091,0005628
2012-02-01,41000,Charter Revenue,Charter #4766 - Res #005817 - unknown,0.00,175.00,income_ledger,21091,0005628
2012-02-03,1000,Cash / Clearing,Charter #4757 - Res #005808 - unknown,1527.62,0.00,income_ledger,20808,0005629
2012-02-03,41000,Charter Revenue,Charter #4757 - Res #005808 - unknown,0.00,1527.62,income_ledger,20808,0005629
2012-02-04,1000,Cash / Clearing,Charter #4778 - Res #005829 - unknown,200.00,0.00,income_ledger,20007,0005631
2012-02-04,41000,Charter Revenue,Charter #4778 - Res #005829 - unknown,0.00,200.00,income_ledger,20007,0005631
2012-02-05,1000,Cash / Clearing,Charter #4781 - Res #005832 - unknown,251.00,0.00,income_ledger,20008,0005633
2012-02-05,41000,Charter Revenue,Charter #4781 - Res #005832 - unknown,0.00,251.00,income_ledger,20008,0005633
2012-02-05,1000,Cash / Clearing,Charter #4780 - Res #005831 - unknown,251.00,0.00,income_ledger,20954,0005632
2012-02-05,41000,Charter Revenue,Charter #4780 - Res #005831 - unknown,0.00,251.00,income_ledger,20954,0005632
2012-02-06,1000,Cash / Clearing,Charter #4774 - Res #005825 - unknown,137.77,0.00,income_ledger,20009,0005635
2012-02-06,41000,Charter Revenue,Charter #4774 - Res #005825 - unknown,0.00,137.77,income_ledger,20009,0005635
2012-02-06,1000,Cash / Clearing,Charter #4772 - Res #005823 - unknown,200.00,0.00,income_ledger,20010,0005638
2012-02-06,41000,Charter Revenue,Charter #4772 - Res #005823 - unknown,0.00,200.00,income_ledger,20010,0005638
2012-02-06,1000,Cash / Clearing,Charter #4773 - Res #005824 - unknown,130.34,0.00,income_ledger,20806,0005634
2012-02-06,41000,Charter Revenue,Charter #4773 - Res #005824 - unknown,0.00,130.34,income_ledger,20806,0005634
2012-02-06,1000,Cash / Clearing,Charter #4772 - Res #005823 - unknown,210.00,0.00,income_ledger,20828,0005637
2012-02-06,41000,Charter Revenue,Charter #4772 - Res #005823 - unknown,0.00,210.00,income_ledger,20828,0005637
2012-02-06,1000,Cash / Clearing,Charter #4777 - Res #005828 - unknown,975.00,0.00,income_ledger,20839,0005636
2012-02-06,41000,Charter Revenue,Charter #4777 - Res #005828 - unknown,0.00,975.00,income_ledger,20839,0005636
2012-02-07,1000,Cash / Clearing,Charter #4785 - Res #005836 - unknown,300.00,0.00,income_ledger,21450,0005639
2012-02-07,41000,Charter Revenue,Charter #4785 - Res #005836 - unknown,0.00,300.00,income_ledger,21450,0005639
2012-02-08,1000,Cash / Clearing,Charter #4794 - Res #005845 - unknown,200.00,0.00,income_ledger,13353,
2012-02-08,41000,Charter Revenue,Charter #4794 - Res #005845 - unknown,0.00,200.00,income_ledger,13353,
2012-02-08,1000,Cash / Clearing,Charter #4787 - Res #005838 - unknown,175.00,0.00,income_ledger,18913,0005563
2012-02-08,41000,Charter Revenue,Charter #4787 - Res #005838 - unknown,0.00,175.00,income_ledger,18913,0005563
2012-02-08,1000,Cash / Clearing,Charter #4791 - Res #005842 - unknown,100.00,0.00,income_ledger,19013,0005565
2012-02-08,41000,Charter Revenue,Charter #4791 - Res #005842 - unknown,0.00,100.00,income_ledger,19013,0005565
2012-02-08,1000,Cash / Clearing,Charter #4791 - Res #005842 - unknown,100.00,0.00,income_ledger,19014,0005566
