id,source_system,source_reference,receipt_date,vendor_name,description,currency,gross_amount,gst_amount,net_amount,expense_account,payment_method,validation_status,validation_reason,event_batch_id,source_hash,created_at,reviewed,exported,document_type,date_added,tax,sales_tax,tip,type,tax_category,classification,sub_classification,pay_account,card_type,card_number,comment,pay_method,mapped_expense_account_id,mapped_bank_account_id,canonical_pay_method,mapping_status,mapping_notes,category,expense,vehicle_id,vehicle_number,fuel,created_from_banking,revenue,gst_code,split_key,split_group_total,fuel_amount,deductible_status,business_personal,source_file,gl_account_code,gl_account_name,gl_subcategory,auto_categorized
,mastercard_import,2019-12-21_Canadian Tire_26.75,2019-12-21,Canadian Tire,CDN TIRE STORE #00655 SYLVAN LAKE,CAD,26.75,1.27,25.48,,Mastercard,,,,61f315ffde62151ca0872fe3a579fdc1708ced64e43fe246e9d1f3786ca8132d,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2020-01-02_Canadian Tire_268.11,2020-01-02,Canadian Tire,ROSEDALE ESSO RED DEER AB 120.00Your Triangle Mastercard Statement If you choose to mail your payment please ensure you write your full account number on your cheque to avoid processing delays. You can mail payment to: Canadian Tire Bank P.o. Box 4653 Station “A” Toronto ON M5W 5G4WAYS TO PAY Online banking Pre-authorized payment At any Canadian Tire store with your credit card in hand Please allow enough time for your payment to reach us by the due date. New address? Let us know by visiting us online at ctfs.com or calling 1-800-459-6415. Have your card available if you call us.(continued on next page) Page 3 of 3 Details of your account summary (continued) Purchases (continued) TRANSACTION DATEPOSTING DATE TRANSACTION DESCRIPTION AMOUNT ($) Jan 07 Jan 09 SAVE ON FOODS #6686 RED DEER,CAD,268.11,12.77,255.34,,Mastercard,,,,2e853a96b601ad5368bba17cd385ffee2b2b3624b2f149a48f4f7fb88a74b61e,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2020-06-21_Canadian Tire_372.72,2020-06-21,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,372.72,17.75,354.97,,Mastercard,,,,784fc5633d4b5beca3e3fdba89c92734e7cd424766c82d1d85b65e47c52256c6,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2020-07-31_Canadian Tire_36.73,2020-07-31,Canadian Tire,Fas Gas TIMBERLAND PAP RED DEER AB39.01Your Triangle Mastercard Statement If you choose to mail your payment please ensure you write your full account number on your cheque to avoid processing delays. You can mail payment to: Canadian Tire Bank P.o. Box 4653 Station “A” Toronto ON M5W 5G4WAYS TO PAY Online banking Pre-authorized payment At any Canadian Tire store with your credit card in hand Please allow enough time for your payment to reach us by the due date. New address? Let us know by visiting us online at ctfs.com or calling 1-800-459-6415. Have your card available if you call us.(continued on next page) Page 3 of 3 Details of your account summary (continued) Purchases (continued) TRANSACTION DATEPOSTING DATE TRANSACTION DESCRIPTION AMOUNT ($) Aug 01 Aug 03 PARKLAND GARDEN CENTRE RED DEER,CAD,36.73,1.75,34.98,,Mastercard,,,,77e099d0b8c5fbd4eea9cb3c7cacdaa05422868d4507f65dd60cee85dc3eb02a,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2021-04-10_Canadian Tire_299.06,2021-04-10,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,299.06,14.24,284.82,,Mastercard,,,,3fac6833fd63ef4da417ddf4bd763eee49957403077bf05e6a5f8036c15db49e,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2021-06-03_Canadian Tire_246.18,2021-06-03,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,246.18,11.72,234.46,,Mastercard,,,,2a2e4ede8b9378729db0c9e12686b4cb7325545022015fd8ce55bc563cce7ec7,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2021-12-09_Canadian Tire_125.99,2021-12-09,Canadian Tire,WargamingNA Nicosia CYP 125.99Your Triangle Mastercard Statement If you choose to mail your payment please ensure you write your full account number on your cheque to avoid processing delays. You can mail payment to: Canadian Tire Bank P.o. Box 4653 Station “A” Toronto ON M5W 5G4WAYS TO PAY Online banking Pre-authorized payment At any Canadian Tire store with your credit card in hand Please allow enough time for your payment to reach us by the due date. New address? Let us know by visiting us online at ctfs.com or calling 1-800-459-6415. Have your card available if you call us.(continued on next page) Page 3 of 3 Details of your account summary (continued) Purchases (continued) TRANSACTION DATEPOSTING DATE TRANSACTION DESCRIPTION AMOUNT ($) Dec 09 Dec 10 WargamingNA Nicosia CYP,CAD,125.99,6.00,119.99,,Mastercard,,,,0f15e70a41d40f06fc03936d1713d0c3b03dd76711c3f844c2329bc687e61440,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-04-26_Canadian Tire_395.42,2022-04-26,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,395.42,18.83,376.59,,Mastercard,,,,4a492bb684b645bb4d7712cf2059dae11d1c949478cbb94d597227519a6b18e0,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-10-24_Canadian Tire_13.18,2022-10-24,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,13.18,0.63,12.55,,Mastercard,,,,0820579e3279b4e08bb5a2a45a807b39e58cadf0eead78cf9fbce902e5fe7f58,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-10-26_Canadian Tire_18.87,2022-10-26,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,18.87,0.90,17.97,,Mastercard,,,,d63da736e630e31e36bac158f6eef0a99017d828a7bd76c7f1130fb89bde204a,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-11-17_Canadian Tire_344.27,2022-11-17,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,344.27,16.39,327.88,,Mastercard,,,,2af490151ce78c7ed9bb1aba39ba4c18c4cdf0664cdcd1e41d367471bfafd046,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-11-28_Canadian Tire_38.91,2022-11-28,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,38.91,1.85,37.06,,Mastercard,,,,1fa1021c63d31c0a449f91be0aaa29ba45afb6eea962807f7dee89080ac00c43,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-12-15_Canadian Tire_67.15,2022-12-15,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,67.15,3.20,63.95,,Mastercard,,,,ea75336bfb8e3fbce8a29f46f45f8eb6759479346e523e0f92643d95d775c37f,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-12-21_Canadian Tire_301.38,2022-12-21,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,301.38,14.35,287.03,,Mastercard,,,,069513868238e5e4a2ba4bfbae5bae81459a696eb6702857e88463bfaac85dee,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2022-12-26_Canadian Tire_7.46,2022-12-26,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,7.46,0.36,7.10,,Mastercard,,,,a71e774a750a8371be5b8247d717a49cd8a4d06f09c1d97319305bf2b6081fe6,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-01-10_Canadian Tire_0.0,2023-01-10,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,0.00,0.00,0.00,,Mastercard,,,,4042cb3ed9e821c4249a859d93cebdb985c3e44cae92405970f8524bb1cf7ac0,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-01-31_Canadian Tire_97.12,2023-01-31,Canadian Tire,WWW.1AND1.COM 6105601589 PA 27.35 19.98 USD @ 1.369231732 Feb 03 Feb 06 CDN TIRE STORE #00645 RED DEER,CAD,97.12,4.62,92.50,,Mastercard,,,,c079222e415bbf8c4ec2a9c7ce710dc37c7c0f3170a49f5c27dee32412565528,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-02-03_Canadian Tire_2025.0,2023-02-03,Canadian Tire,"CA COOP TMBRLNDS FOOD RED DEER AB65.91 Total purchases for 5446 12XX XXXX 4493 $209.27 Total purchases $209.27 For more information, see the ""Details of your Canadian Tire store purchases"" section. Other details about your account Details of your interest charges TRANSACTION TYPEANNUAL INTEREST RATEDAILY INTEREST RATEINTEREST CHARGES ($) Purchases 19.99% 0.05476% 0.00 Cash Transactions and Fees 22.99% 0.06298% 0.00 Equal Payments Plans 0.00% 0.00000% 0.00 Total interest charges $0.00 Details of your 24 Equal Payments Plan(s) PLAN START DATEORIGINAL AMOUNT ($)MONTHLY PAYMENT (INCLUDED IN BALANCE DUE)BALANCE ON FEB 10, 2023 PLAN EXPIRY DATE Dec 21 2022 $301.38 $12.56 $288.82 Jan 10",CAD,2025.00,96.43,1928.57,,Mastercard,,,,92f8b9cb5cb8997a963cf03e279d22450b1ca76b0a46c9d9b1f99f0894c2ee12,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-02-27_Canadian Tire_63.23,2023-02-27,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,63.23,3.01,60.22,,Mastercard,,,,a5c5b982465ef56a617f142f8588974be226d20041cf60abce986cc8222d2ae4,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-02-28_Canadian Tire_103.79,2023-02-28,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,103.79,4.94,98.85,,Mastercard,,,,79a3c49d738e2ea1c4846dd4bc53ecdb633c2a2135bb60e5766863b0e753c2e4,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-03_Canadian Tire_0.0,2023-03-03,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,0.00,0.00,0.00,,Mastercard,,,,70d3c296fd8c64a490e5560ccb7730ff7cf2e619f36339e9670a5b8e30a2a9ff,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-04_Canadian Tire_45.24,2023-03-04,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,45.24,2.15,43.09,,Mastercard,,,,295dcea4bd09f4314853dfd7a5049d384852746438da1ad465ff066877e55436,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-08_Canadian Tire_44.96,2023-03-08,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,44.96,2.14,42.82,,Mastercard,,,,abad39091b23c8833ecc043e419a8332831a0ad78ae92fbb894393aa15feb4f8,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-11_Canadian Tire_226.43,2023-03-11,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,226.43,10.78,215.65,,Mastercard,,,,b6f7d653d66971686f91185d86795cc478ca1888ab2d5a6f9d8608ed0cfbdfec,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-11_Canadian Tire_0.0,2023-03-11,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,0.00,0.00,0.00,,Mastercard,,,,d0cafc070eaaf658726acb9c692ecd519de5c120575e0ce4686221ae7f60c193,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-13_Canadian Tire_13.64,2023-03-13,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,13.64,0.65,12.99,,Mastercard,,,,e4bdca8288af65b62937799ced22ba369c33a5bf06541edb7dd8e47459fca08b,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-13_Canadian Tire_76.47,2023-03-13,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,76.47,3.64,72.83,,Mastercard,,,,7f13f1552d3474714da5c8d39fab2aad71d982a6190e9d3773b44eed6d1031a5,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-14_Canadian Tire_63.05,2023-03-14,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,63.05,3.00,60.05,,Mastercard,,,,455ad13b4a033c5bd00d685468eb799ff8703a9c918dc74007158690d3179a95,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-15_Canadian Tire_-59.89,2023-03-15,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,-59.89,-2.85,-57.04,,Mastercard,,,,6f0f988d2ce554a45700fce59e1e719de18a3a35cb4749776b6d88894a985d33,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-15_Canadian Tire_-120.34,2023-03-15,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,-120.34,-5.73,-114.61,,Mastercard,,,,cb8603fd4fbf66d12b787a9081fc739de3fc0fe68d85ae6f484d88d264b50568,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-15_Canadian Tire_118.62,2023-03-15,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,118.62,5.65,112.97,,Mastercard,,,,4aac8eea4c26468de50db75db264cff57609dc3a0d5ce5bd488e3e53ccb3ee09,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-03-16_Canadian Tire_-13.11,2023-03-16,Canadian Tire,"RB TELEPAYMENTS/ROYALE DIRECT -3,500.00 Total payments received -$3,630.00 Returns and other credits TRANSACTION DATEPOSTING DATE TRANSACTION DESCRIPTION AMOUNT ($) Mar 13 Mar 14 CDN TIRE STORE #00329 RED DEER",CAD,-13.11,-0.62,-12.49,,Mastercard,,,,bb87268bdd0fb4cb0c8db9d8bcbadb5db05189042641b0dc433e45d48e0e3543,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-05-26_Canadian Tire_6.51,2023-05-26,Canadian Tire,CDN TIRE GASBAR #01883 RED DEER,CAD,6.51,0.31,6.20,,Mastercard,,,,f192e5d5c11ca923b93dc18c0b1fc1a1350f27e66ca8ab42f21bf612e0c0da77,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-14_Canadian Tire_0.0,2023-11-14,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,0.00,0.00,0.00,,Mastercard,,,,872d4e9081b6806b89a715e60db64fbad1d3090804e2d478bb7436fef5b592f8,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-21_Canadian Tire_79.5,2023-11-21,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,79.50,3.79,75.71,,Mastercard,,,,83799d87464ad646719b4ce1a78be50907764513e797f190d9de901a7100e0b2,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-21_Canadian Tire_202.34,2023-11-21,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,202.34,9.64,192.70,,Mastercard,,,,129d9bd692e358ed1d354298ab2c500112080273cd22b93ba43e1178280776c6,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-21_Canadian Tire_22.17,2023-11-21,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,22.17,1.06,21.11,,Mastercard,,,,2ed02a6e7fe6767c12375e187e5e16e9dff76a2e30635f13adb4b7abbb2f6a72,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-25_Canadian Tire_81.73,2023-11-25,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,81.73,3.89,77.84,,Mastercard,,,,1ae4aae6113702a0177eb8fe0cdccd40f5850c5a00b49bdcacfa97be82fd712a,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-11-27_Canadian Tire_33.66,2023-11-27,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,33.66,1.60,32.06,,Mastercard,,,,517e0371e692f25eca948d37ce9d66f3329bead0d5d4894b504e34327bb87e1b,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2023-12-05_Canadian Tire_48.05,2023-12-05,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,48.05,2.29,45.76,,Mastercard,,,,30ab4c121ae33d1f81c3282a41061ca94ef31288bcf629570207f79e517afe01,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-01-06_Canadian Tire_78.06,2024-01-06,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,78.06,3.72,74.34,,Mastercard,,,,424ae2aad98531579d0ea04d4c5ff932ce4b8288822d5e640971e2090a62e2d4,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-03-24_Canadian Tire_0.0,2024-03-24,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,0.00,0.00,0.00,,Mastercard,,,,1f6f148fdc03aa1a36893cc55078f71f85e74c9270683570537b213816d43a27,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-11_Canadian Tire_398.39,2024-04-11,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,398.39,18.97,379.42,,Mastercard,,,,5304d14aee59ce3b8125bdf255ff9f3f2bcda374d22c037cc40e8c90ffb20a64,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-12_Canadian Tire_93.94,2024-04-12,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,93.94,4.47,89.47,,Mastercard,,,,4bbfa46878fb9642951eff67c42286d87b73d36b74b61f84e7b722f52299099f,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-12_Canadian Tire_162.73,2024-04-12,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,162.73,7.75,154.98,,Mastercard,,,,a8d6ff9be9223821e63269f9bd42197b4268a1c08572b106e838daf39c02d42a,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-13_Canadian Tire_46.73,2024-04-13,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,46.73,2.23,44.50,,Mastercard,,,,798a564b1b9b2c890951e14681335a48ce4590c3d3883a590863dcd2e02a9e50,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-13_Canadian Tire_96.28,2024-04-13,Canadian Tire,CDN TIRE STORE #00645 RED DEER,CAD,96.28,4.58,91.70,,Mastercard,,,,3979391687da093db2e58c3a2f0745c505f13c500fe84bb80e7eda1907321b58,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
,mastercard_import,2024-04-14_Canadian Tire_389.03,2024-04-14,Canadian Tire,CDN TIRE STORE #00329 RED DEER,CAD,389.03,18.53,370.50,,Mastercard,,,,b6689c4c5b2c7bbde9d8ba888a64be84170082449408663109a1f02a65896c57,2025-10-24 21:26:38,,,,,,,,,,,,,,,Triangle Mastercard (David),,,,,,,maintenance,,,,,,,,,,,,business,,,,,
