Date,Description,Amount,Transaction ID,Bank ID,Vendor
2019-04-15,"Point of Sale - Interac RETAIL PURCHASE 000001647081 RUN'N ON EMPTY",29.99,41085,None,""
2019-04-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",440.00,41082,None,""
2019-04-18,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",300.00,41072,None,""
2019-04-18,"Point of Sale - Interac RETAIL PURCHASE 910709900633 TIM HORTONS #27",11.57,41073,None,""
2019-04-18,"Point of Sale - Interac RETAIL PURCHASE 000001001980 WENDY'S",22.55,41079,None,""
2019-04-22,"Point of Sale - Interac PURCHASE000001747004 Fas Gas SOUTHSI 4506*********468",34.01,34980,None,""
2019-04-22,"Point of Sale - Interac PURCHASE000001001016 WAL-MART #3194 4506*********468",49.27,34981,None,""
2019-04-22,"Point of Sale - Interac PURCHASE000001001862 WAL-MART #3194 4506*********468",107.97,34982,None,""
2019-04-22,"Point of Sale - Interac RETAIL PURCHASE 911021209037 CAMBRIDGE RED D",33.99,41068,None,""
2019-04-22,"Point of Sale - Interac RETAIL PURCHASE 000001386002 Fas Gas SOUTHSI",100.00,41070,None,""
2019-04-22,"Point of Sale - Interac RETAIL PURCHASE 000001303131 CENTEX DEERPARK",4.92,41071,None,""
2019-04-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",300.00,41052,None,""
2019-04-23,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APL* ITUNES.COM 911342237604",29.39,41057,None,""
2019-04-23,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APL* ITUNES.COM 911372478234",29.39,41058,None,""
2019-04-24,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",300.00,41046,None,""
2019-04-24,"Point of Sale - Interac RETAIL PURCHASE 000001392016 Fas Gas SOUTHSI",151.89,41047,None,""
2019-04-24,"Point of Sale - Interac RETAIL PURCHASE 911410501272 600 - LD GAETZ",44.35,41048,None,""
2019-04-24,"Point of Sale - Interac RETAIL PURCHASE 911309489922 TIM HORTONS #27",12.91,41049,None,""
2019-04-25,"Point of Sale - Interac PURCHASE000001987006 Fas Gas SOUTHSI 4506*********468",20.00,34979,None,""
2019-04-25,"Automated Banking Machine ATM WITHDRAWAL INTERAC/CCCS SCD 0869",203.50,41042,None,""
2019-04-25,"Point of Sale - Interac RETAIL PURCHASE 911409964347 TIM HORTONS #27",4.61,41043,None,""
2019-04-26,"Point of Sale - Interac PURCHASE130001001050 7 ELEVEN STORE 4506*********468",161.45,34977,None,""
2019-04-26,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",300.00,41035,None,""
2019-04-26,"Point of Sale - Interac RETAIL PURCHASE 000001001555 A BUCK OR TWO #",13.34,41040,None,""
2019-04-29,"Point of Sale - Interac PURCHASE555001001092 7 ELEVEN STORE 4506*********468",12.50,34974,None,""
2019-04-29,"Point of Sale - Interac PURCHASE000059830428 JACKPOT CASINO 4506*********468",105.00,34975,None,""
2019-04-29,"Automated Banking Machine ABM WITHDRAWAL 2C92 GAETZ AVE + 22ND ST 99512 4506*********468",160.00,34976,None,""
2019-04-29,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS/FIDO BIL 911632317382",602.42,41027,None,""
2019-04-30,"Branch Transaction OVERDRAFT INTEREST CHARGE",9.05,41018,None,""
2019-05-01,"Automated Banking Machine ABM WITHDRAWAL 2C92 GAETZ AVE + 22ND ST 99512 4506*********468",200.00,34971,None,""
2019-05-01,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2100.00,41016,None,""
2019-05-02,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,41013,None,""
2019-05-03,"Automated Banking Machine ABM WITHDRAWAL 0003 INTERAC/RBC SCD 09502 4506*********468",63.00,34970,None,""
2019-05-03,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,41005,None,""
2019-05-06,"Point of Sale - Interac PURCHASE000001001689 WAL-MART #3075 4506*********468",19.78,34964,None,""
2019-05-06,"Point of Sale - Interac PURCHASE000001706021 RUN'N ON EMPTY 4506*********468",54.46,34965,None,""
2019-05-06,"Automated Banking Machine ABM WITHDRAWAL 2D54 GAETZ AVE + 67TH ST 18242 4506*********468",140.00,34966,None,""
2019-05-06,"Point of Sale - Interac PURCHASE000001001851 WENDY'S 4506*********468",10.26,34967,None,""
2019-05-06,"Point of Sale - Interac PURCHASE000001001716 WAL-MART #3075 4506*********468",78.75,34968,None,""
2019-05-06,"Point of Sale - Interac RETAIL PURCHASE 000001008013 Fas Gas SOUTHSI",11.43,35970,None,""
2019-05-06,"Point of Sale - Interac RETAIL PURCHASE 000001325002 Fas Gas SOUTHSI",40.00,35971,None,""
2019-05-06,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",200.00,35972,None,""
2019-05-06,"Point of Sale - Interac RETAIL PURCHASE 000001001129 SAVE ON FOODS #",17.10,35973,None,""
2019-05-06,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",303.00,35978,None,""
2019-05-06,"Point of Sale - Interac RETAIL PURCHASE 000001677060 Fas Gas SOUTHSI",96.00,35979,None,""
2019-05-07,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",220.00,35964,None,""
2019-05-07,"Point of Sale - Interac RETAIL PURCHASE 000001672022 Fas Gas SOUTHSI",119.00,40997,None,""
2019-05-08,"Point of Sale - Interac PURCHASE000001001557 SHELL FLYING J 4506*********468",20.00,34963,None,""
2019-05-08,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",740.00,40991,None,""
2019-05-08,"Internet Banking INTERNET BILL PAY 000000238203 FIRST INSURANCE FUNDING-C",3756.63,40992,None,""
2019-05-08,"Point of Sale - Interac RETAIL PURCHASE 000001714057 RUN'N ON EMPTY",78.74,40995,None,""
2019-05-08,"Point of Sale - Interac RETAIL PURCHASE 912709192364 TIM HORTONS #27",9.03,40996,None,""
2019-05-10,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",135.00,40982,None,""
2019-05-10,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",700.00,40989,None,""
2019-05-13,"Point of Sale - Interac PURCHASE000000039648 PETRO-CANADA 4506*********468",23.20,34961,None,""
2019-05-13,"Point of Sale - Interac PURCHASE000001440017 22564 MACS CONV 4506*********468",12.44,34962,None,""
2019-05-13,"Point of Sale - Interac RETAIL PURCHASE 000001358063 SUPER CLEAN CAR",5.25,35961,None,""
2019-05-15,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2000.00,40968,None,""
2019-05-15,"Point of Sale - Interac RETAIL PURCHASE 000001502006 Fas Gas SOUTHSI",100.00,40970,None,""
2019-05-15,"Point of Sale - Interac RETAIL PURCHASE 000001501026 Fas Gas WESTPAR",98.92,40971,None,""
2019-05-15,"Point of Sale - Interac RETAIL PURCHASE 000001487022 Fas Gas WESTPAR",41.00,40972,None,""
2019-05-15,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APL* ITUNES.COM 913543817874",7.34,40974,None,""
2019-05-16,"Point of Sale - Interac RETAIL PURCHASE 000001172013 RUN'N ON EMPTY",48.35,40966,None,""
2019-05-17,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",90.00,40953,None,""
2019-05-17,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",1380.00,40962,None,""
2019-05-17,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APL*ITUNES.COM/ 913761950042",16.79,40964,None,""
2019-05-17,"Point of Sale - Interac RETAIL PURCHASE 000001700064 Fas Gas SOUTHSI",20.00,40965,None,""
2019-05-21,"Point of Sale - Interac PURCHASE310001001030 REAL CDN SUPERS 4506*********468",6.87,34960,None,""
2019-05-22,"Point of Sale - Interac PURCHASE000001281004 MCDONALD'S #159 4506*********468",5.45,34957,None,""
2019-05-22,"Point of Sale - Interac PURCHASE000001281003 MCDONALD'S #159 4506*********468",3.64,34958,None,""
2019-05-22,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1000.00,40947,None,""
2019-05-23,"Point of Sale - Interac RETAIL PURCHASE 000001103025 Fas Gas WESTPAR",48.01,40938,None,""
2019-05-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",800.00,40939,None,""
2019-05-23,"Point of Sale - Interac RETAIL PURCHASE 000001711016 Fas Gas SOUTHSI",49.00,40940,None,""
2019-05-23,"Point of Sale - Interac RETAIL PURCHASE 000001001915 AIR-SERV BG FU",1.50,40942,None,""
2019-05-23,"Point of Sale - Interac RETAIL PURCHASE 134001001077 REAL CDN SUPERS",576.47,40943,None,""
2019-05-23,"Point of Sale - Interac RETAIL PURCHASE 134001001076 REAL CDN SUPERS",279.82,40944,None,""
2019-05-24,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",200.00,40927,None,""
2019-05-24,"Point of Sale - Interac RETAIL PURCHASE 000001534076 Fas Gas RED DEE",142.80,40928,None,""
2019-05-24,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2000.00,40929,None,""
2019-05-24,"Point of Sale - Interac RETAIL PURCHASE 000001433025 Fas Gas SOUTHSI",140.00,40931,None,""
2019-05-24,"Point of Sale - Interac RETAIL PURCHASE 000001785196 Fas Gas SOUTHSI",29.39,40932,None,""
2019-05-27,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",320.00,35957,None,""
2019-05-27,"Point of Sale - Interac RETAIL PURCHASE 000001182047 RUN'N ON EMPTY",66.40,40914,None,""
2019-05-27,"Point of Sale - Interac RETAIL PURCHASE 000001001492 AIR-SERV PARKL",1.50,40920,None,""
2019-05-28,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",260.00,40912,None,""
2019-05-29,"Branch Transaction WITHDRAWAL",1600.00,40909,None,""
2019-05-29,"Point of Sale - Interac RETAIL PURCHASE 000001712004 CEN AB CO-OP TI",74.00,40910,None,""
2019-05-30,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2200.00,40907,None,""
2019-05-31,"Branch Transaction OVERDRAFT INTEREST CHARGE",8.96,40895,None,""
2019-06-03,"Automated Banking Machine ABM WITHDRAWAL 2G49 CLEARVIEW BKNG CTR 99512 4506*********468",100.00,34953,None,""
2019-06-03,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40884,None,""
2019-06-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 915461698064 75.00 USD @ 1.390533",104.29,40887,None,""
2019-06-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 915465707603 75.00 USD @ 1.390533",104.29,40888,None,""
2019-06-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 915467718101 155.00 USD @ 1.390581",215.54,40889,None,""
2019-06-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 915467717816 155.00 USD @ 1.390581",215.54,40890,None,""
2019-06-05,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",500.00,40880,None,""
2019-06-05,"Point of Sale - Interac RETAIL PURCHASE 000001614039 GEORGE'S PIZZA",22.68,40882,None,""
2019-06-06,"Automated Banking Machine ABM WITHDRAWAL 1A66 GAETZ AVE + 22ND ST 99512 4506*********468",140.00,34948,None,""
2019-06-06,"Point of Sale - Interac PURCHASE915420611429 NORTH HILL STOR 4506*********468",21.42,34949,None,""
2019-06-06,"Point of Sale - Interac PURCHASE000001001744 CANADIAN TIRE # 4506*********468",20.56,34950,None,""
2019-06-06,"Point of Sale - Interac PURCHASE388001001137 REAL CDN SUPERS 4506*********468",73.74,34951,None,""
2019-06-06,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",300.00,40870,None,""
2019-06-06,"Point of Sale - Interac RETAIL PURCHASE 000001772045 RUN'N ON EMPTY",52.34,40873,None,""
2019-06-06,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE BE* C-Rewards 915712210478",40.00,40874,None,""
2019-06-06,"Automated Banking Machine ATM WITHDRAWAL INTERAC/TNS SCD 1127",63.00,40876,None,""
2019-06-06,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",800.00,40877,None,""
2019-06-06,"Internet Banking INTERNET BILL PAY 000000269018 FIRST INSURANCE FUNDING-C",3756.63,40878,None,""
2019-06-07,"Automated Banking Machine ABM WITHDRAWAL 2C92 GAETZ AVE + 22ND ST 99512 4506*********468",100.00,34947,None,""
2019-06-07,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *SZYJXJA 915832322719",12.09,40865,None,""
2019-06-07,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK SZTKJKWD 915810441804",30.01,40866,None,""
2019-06-07,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",500.00,40868,None,""
2019-06-10,"Point of Sale - Interac PURCHASE000001001034 SHELL FLYING J 4506*********468",15.00,34945,None,""
2019-06-10,"Automated Banking Machine ABM WITHDRAWAL 2D54 GAETZ AVE + 67TH ST 18242 4506*********468",80.00,34946,None,""
2019-06-10,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",780.00,40853,None,""
2019-06-10,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE BE* C-Rewards 915900102786",40.00,40857,None,""
2019-06-11,"Point of Sale - Interac RETAIL PURCHASE 100001001009 SUSHI KOON",10.45,40845,None,""
2019-06-11,"Point of Sale - Interac RETAIL PURCHASE 000001001254 RIFCO NATIONAL",900.00,40846,None,""
2019-06-11,"Point of Sale - Interac RETAIL PURCHASE 000001196004 RUN'N ON EMPTY",83.02,40847,None,""
2019-06-11,"Point of Sale - Interac RETAIL PURCHASE 916110828562 TIM HORTONS #27",13.35,40849,None,""
2019-06-11,"Point of Sale - Interac RETAIL PURCHASE 000001736006 Fas Gas SOUTHSI",100.00,40850,None,""
2019-06-12,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",100.00,40835,None,""
2019-06-12,"Point of Sale - Interac RETAIL PURCHASE 000001785060 RUN'N ON EMPTY",11.70,40840,None,""
2019-06-12,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *JGH98KN 916363040014",12.00,40841,None,""
2019-06-14,"Point of Sale - Interac RETAIL PURCHASE 000001790016 RUN'N ON EMPTY",135.30,40822,None,""
2019-06-14,"Point of Sale - Interac RETAIL PURCHASE 000001582181 A&W #1456",27.05,40828,None,""
2019-06-14,"Point of Sale - Interac RETAIL PURCHASE 000001001953 WAL-MART #3075",270.68,40831,None,""
2019-06-17,"Point of Sale - Interac PURCHASE000000001531 PETRO-CANADA 4506*********468",29.57,34940,None,""
2019-06-17,"Point of Sale - Interac PURCHASE000000001520 PETRO-CANADA 4506*********468",12.59,34941,None,""
2019-06-17,"Point of Sale - Interac PURCHASE000001094009 Fas Gas SOUTHSI 4506*********468",24.39,34942,None,""
2019-06-17,"Automated Banking Machine ABM WITHDRAWAL 1127 INTERAC/TNS SCD 09502 4506*********468",102.95,34943,None,""
2019-06-17,"Point of Sale - Interac RETAIL PURCHASE 000001588049 SUPER CLEAN CAR",10.00,35942,None,""
2019-06-17,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",403.00,35945,None,""
2019-06-17,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",103.00,35946,None,""
2019-06-17,"Point of Sale - Interac RETAIL PURCHASE 368001001070 REAL CDN SUPERS",272.34,35947,None,""
2019-06-17,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2380.00,40801,None,""
2019-06-17,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *QUA79K2 916831275315",12.00,40804,None,""
2019-06-17,"Point of Sale - Interac RETAIL PURCHASE 000001078256 PLENTY OF LIQUO",35.41,40810,None,""
2019-06-18,"Point of Sale - Interac PURCHASE000001939066 CEN AB CO-OP BL 4506*********468",20.00,34936,None,""
2019-06-18,"Point of Sale - Interac PURCHASE000001010331 SCOTTY'S 4506*********468",9.84,34937,None,""
2019-06-18,"Point of Sale - Interac PURCHASE094001001008 MICHAELS #3910 4506*********468",6.92,34938,None,""
2019-06-18,"Point of Sale - Interac RETAIL PURCHASE 916811261877 TIM HORTONS #27",11.68,35938,None,""
2019-06-19,"Point of Sale - Interac RETAIL PURCHASE 916909675598 TIM HORTONS #27",7.75,40796,None,""
2019-06-20,"Point of Sale - Interac PURCHASE922001001015 HUSKY RED DEER 4506*********468",25.02,34935,None,""
2019-06-20,"Point of Sale - Interac RETAIL PURCHASE 000001205054 RUN'N ON EMPTY",51.00,40789,None,""
2019-06-20,"Internet Banking INTERNET BILL PAY 000000275129 ROGERS (9 DIGIT ACCOUNT N",1064.48,40791,None,""
2019-06-21,"Point of Sale - Interac PURCHASE000001114023 CENTRAL ALBERTA 4506*********468",10.20,34931,None,""
2019-06-21,"Point of Sale - Interac PURCHASE000001114022 CENTRAL ALBERTA 4506*********468",43.85,34932,None,""
2019-06-21,"Point of Sale - Interac PURCHASE000001179134 Fas Gas WESTPAR 4506*********468",34.57,34933,None,""
2019-06-21,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",180.00,40769,None,""
2019-06-21,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Infinite Innova 917220600702 663.66 USD @ 1.362098",903.97,40776,None,""
2019-06-24,"Point of Sale - Interac PURCHASE000001542025 22704 MACS CONV 4506*********468",52.50,34926,None,""
2019-06-24,"Automated Banking Machine ABM WITHDRAWAL 2C92 GAETZ AVE + 22ND ST 99512 4506*********468",60.00,34927,None,""
2019-06-24,"Point of Sale - Interac PURCHASE000001181199 Fas Gas WESTPAR 4506*********468",36.66,34928,None,""
2019-06-24,"Automated Banking Machine ABM WITHDRAWAL 1F2X GAETZ AVE + 22ND ST 99512 4506*********468",100.00,34929,None,""
2019-06-24,"Point of Sale - Interac PURCHASE000001001087 WENDY'S 4506*********468",5.01,34930,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 917416502512 CAMBRIDGE RED D",57.90,35928,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 774001001040 RED DEER SUPERV",22.60,35929,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 000001574004 Fas Gas WESTPAR",57.00,35930,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 713102574101 THE HOME DEPOT",90.69,35936,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 000001078487 PLENTY OF LIQUO",96.77,40759,None,""
2019-06-24,"Point of Sale - Interac RETAIL PURCHASE 000001155571 PLENTY OF LIQUO",263.21,40760,None,""
2019-06-24,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",600.00,40761,None,""
2019-06-25,"Point of Sale - Interac PURCHASE917504096763 TIM HORTONS #03 4506*********468",6.38,34920,None,""
2019-06-25,"Automated Banking Machine ABM WITHDRAWAL 2C92 GAETZ AVE + 22ND ST 99512 4506*********468",40.00,34921,None,""
2019-06-25,"Point of Sale - Interac PURCHASE382001001165 REAL CDN SUPERS 4506*********468",15.23,34922,None,""
2019-06-25,"Point of Sale - Interac PURCHASE000001001387 WAL-MART #3194 4506*********468",49.51,34923,None,""
2019-06-25,"Point of Sale - Interac PURCHASE000001298066 MCDONALD'S #718 4506*********468",5.12,34924,None,""
2019-06-25,"Point of Sale - Interac PURCHASE000001379039 CENTEX NORTHHIL 4506*********468",15.83,34925,None,""
2019-06-25,"Point of Sale - Interac RETAIL PURCHASE 000001210026 RUN'N ON EMPTY",71.90,40753,None,""
2019-06-26,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",800.00,40749,None,""
2019-06-26,"Point of Sale - Interac RETAIL PURCHASE 000001812025 RUN'N ON EMPTY",102.54,40751,None,""
2019-06-27,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1200.00,40737,None,""
2019-06-27,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",1500.00,40738,None,""
2019-06-27,"Point of Sale - Interac RETAIL PURCHASE 713106924801 THE HOME DEPOT",56.96,40745,None,""
2019-06-28,"Point of Sale - Interac RETAIL PURCHASE 000001055010 Fas Gas RED DEE",59.00,40723,None,""
2019-06-28,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *27X8GKS 917937746545",12.16,40730,None,""
2019-06-28,"Point of Sale - Interac RETAIL PURCHASE 000001078681 PLENTY OF LIQUO",29.24,40736,None,""
2019-07-02,"Automated Banking Machine ABM WITHDRAWAL 0003 INTERAC/RBC SCD 09502 4506*********468",63.00,34915,None,""
2019-07-02,"Automated Banking Machine ABM WITHDRAWAL 1004 INTERAC/CGI SCD 09502 4506*********468",63.15,34916,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 918214384688 DOMINO'S PIZZA",38.45,35916,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 001001001024 PRINCESS AUTO 1",26.74,35917,None,""
2019-07-02,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",500.00,35919,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 000001780036 Fas Gas SOUTHSI",45.50,35920,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 000001491010 Fas Gas SOUTHSI",186.06,35921,None,""
2019-07-02,"Internet Banking INTERNET BILL PAY 000000246962 VISA, ROYAL BANK/BANQUE",30.00,35922,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 918007326738 TIM HORTONS #75",10.31,35924,None,""
2019-07-02,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40701,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 000001312014 22720 MAC'S CON",15.32,40708,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 000001483268 22654 MACS CONV",19.19,40709,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 000001471008 FONESHOP - ROGE",152.25,40710,None,""
2019-07-02,"Point of Sale - Interac RETAIL PURCHASE 001001001069 BEST BUY #960",26.24,40711,None,""
2019-07-03,"Point of Sale - Interac PURCHASE173001001047 REAL CDN SUPERS 4506*********468",52.50,34909,None,""
2019-07-03,"Point of Sale - Interac PURCHASE319001001058 REAL CDN SUPERS 4506*********468",17.79,34910,None,""
2019-07-03,"Point of Sale - Interac PURCHASE000001399093 EXECUTIVE HOME 4506*********468",29.57,34911,None,""
2019-07-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INFINITE INNOVA T19183591751 891.37 USD @ 1.346814",1200.51,40698,None,""
2019-07-05,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1700.00,40689,None,""
2019-07-05,"Internet Banking INTERNET BILL PAY 000000211425 FIRST INSURANCE FUNDING-C",3630.12,40690,None,""
2019-07-05,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *8HLRAKJ 918637513429",14.86,40694,None,""
2019-07-05,"Point of Sale - Interac RETAIL PURCHASE 133001001078 KFC NORTH HILL",10.91,40695,None,""
2019-07-08,"Point of Sale - Interac RETAIL PURCHASE 000001783010 Fas Gas SOUTHSI",65.50,35900,None,""
2019-07-08,"Point of Sale - Interac RETAIL PURCHASE 000001834043 RUN'N ON EMPTY",108.54,35902,None,""
2019-07-08,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",303.00,35907,None,""
2019-07-08,"Point of Sale - Interac RETAIL PURCHASE 382001001063 REAL CDN SUPERS",119.02,35909,None,""
2019-07-08,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40667,None,""
2019-07-10,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2780.00,40653,None,""
2019-07-10,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 919168136155 74.00 USD @ 1.347162",99.69,40660,None,""
2019-07-10,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 919161156516 155.00 USD @ 1.347226",208.82,40661,None,""
2019-07-10,"Point of Sale - Interac RETAIL PURCHASE 919018796622 SOBEYS #5175",80.26,40662,None,""
2019-07-10,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",350.00,40663,None,""
2019-07-11,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",202.75,40650,None,""
2019-07-12,"Automated Banking Machine ABM WITHDRAWAL 2D54 GAETZ AVE + 67TH ST 18242 4506*********468",20.00,34908,None,""
2019-07-12,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",270.00,40614,None,""
2019-07-12,"Point of Sale - Interac RETAIL PURCHASE 919311071816 TIM HORTONS #10",9.03,40632,None,""
2019-07-12,"Point of Sale - Interac RETAIL PURCHASE 000001507002 Fas Gas SOUTHSI",103.00,40639,None,""
2019-07-12,"Point of Sale - Interac RETAIL PURCHASE 000001051004 Fas Gas SOUTHSI",85.51,40640,None,""
2019-07-12,"Point of Sale - Interac RETAIL PURCHASE 000001051002 Fas Gas SOUTHSI",84.00,40641,None,""
2019-07-12,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",403.00,40642,None,""
2019-07-12,"Point of Sale - Interac RETAIL PURCHASE 000001050002 Fas Gas SOUTHSI",60.00,40643,None,""
2019-07-15,"Point of Sale - Interac PURCHASE000001397138 CENTEX HIGHLAND 4506*********468",12.82,34907,None,""
2019-07-15,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",1450.00,35892,None,""
2019-07-15,"Point of Sale - Interac RETAIL PURCHASE 000001996008 Fas Gas RED DEE",145.00,35896,None,""
2019-07-15,"Point of Sale - Interac RETAIL PURCHASE 000001478028 22107 MACS CONV",2.81,40613,None,""
2019-07-16,"Point of Sale - Interac RETAIL PURCHASE 919713009016 TIM HORTONS #10",3.86,35889,None,""
2019-07-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",20.00,35890,None,""
2019-07-16,"Point of Sale - Interac RETAIL PURCHASE 000001303044 MCDONALD'S #703",2.19,35891,None,""
2019-07-17,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",300.00,40606,None,""
2019-07-17,"Point of Sale - Interac RETAIL PURCHASE 000001858006 RUN'N ON EMPTY",0.84,40608,None,""
2019-07-18,"Point of Sale - Interac RETAIL PURCHASE 611001001005 RED DEER REGIST",854.10,40600,None,""
2019-07-19,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",2000.00,40587,None,""
2019-07-19,"Point of Sale - Interac RETAIL PURCHASE 000001078133 PLENTY OF LIQUO",225.43,40590,None,""
2019-07-19,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",40.00,40596,None,""
2019-07-19,"Point of Sale - Interac RETAIL PURCHASE 919919691955 SOBEYS #5175",186.23,40597,None,""
